id	name	type	resourceGroup	subscriptionId	location	skuName	skuTier	powerState	tags
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-platform-weu/providers/Microsoft.Web/sites/sites-00010	sites-00010	Microsoft.Web/sites	rg-platform-weu	11111111-1111-1111-1111-111111111111	eastus	P2v3	Basic	-	environment=test;cost-center=
/subscriptions/33333333-3333-3333-3333-333333333333/resourceGroups/rg-platform-weu/providers/Microsoft.Compute/virtualMachines/virtua-00011	virtua-00011	Microsoft.Compute/virtualMachines	rg-platform-weu	33333333-3333-3333-3333-333333333333	eastus2	Standard_E8s_v5	Standard	running	environment=test;cost-center=platform
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-aks-prod/providers/Microsoft.Storage/storageAccounts/storag-00012	storag-00012	Microsoft.Storage/storageAccounts	rg-aks-prod	11111111-1111-1111-1111-111111111111	northeurope	Premium_LRS	Basic	-	environment=dev;cost-center=platform
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-ml-train/providers/Microsoft.Compute/disks/disks-00013	disks-00013	Microsoft.Compute/disks	rg-ml-train	11111111-1111-1111-1111-111111111111	swedencentral	P30	Basic	-	environment=dev;cost-center=ml
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-platform-weu/providers/Microsoft.Web/sites/sites-00014	sites-00014	Microsoft.Web/sites	rg-platform-weu	11111111-1111-1111-1111-111111111111	eastus2	P0v3	Basic	-	environment=stage;cost-center=data
/subscriptions/44444444-4444-4444-4444-444444444444/resourceGroups/rg-mgmt/providers/Microsoft.ContainerService/managedClusters/manage-00015	manage-00015	Microsoft.ContainerService/managedClusters	rg-mgmt	44444444-4444-4444-4444-444444444444	westeurope	Standard_D8s_v5	Standard	-	environment=dev;cost-center=
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-network-hub/providers/Microsoft.Network/publicIPAddresses/public-00016	public-00016	Microsoft.Network/publicIPAddresses	rg-network-hub	11111111-1111-1111-1111-111111111111	eastus	Standard	Standard	-	environment=prod;cost-center=data
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-platform-weu/providers/Microsoft.ContainerService/managedClusters/manage-00017	manage-00017	Microsoft.ContainerService/managedClusters	rg-platform-weu	11111111-1111-1111-1111-111111111111	swedencentral	Standard_D4s_v5	Standard	-	environment=dev;cost-center=ml
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-aks-prod/providers/Microsoft.Sql/servers/databases/databa-00018	databa-00018	Microsoft.Sql/servers/databases	rg-aks-prod	11111111-1111-1111-1111-111111111111	northeurope	GP_S_Gen5_2	Basic	-	environment=dev;cost-center=ml
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-ml-train/providers/Microsoft.Sql/servers/databases/databa-00019	databa-00019	Microsoft.Sql/servers/databases	rg-ml-train	11111111-1111-1111-1111-111111111111	westeurope	GP_Gen5_4	Basic	-	environment=prod;cost-center=ml
/subscriptions/44444444-4444-4444-4444-444444444444/resourceGroups/rg-aks-prod/providers/Microsoft.Compute/disks/disks-00020	disks-00020	Microsoft.Compute/disks	rg-aks-prod	44444444-4444-4444-4444-444444444444	westeurope	S20	Basic	-	environment=;cost-center=eng
/subscriptions/22222222-2222-2222-2222-222222222222/resourceGroups/rg-network-hub/providers/Microsoft.Network/networkInterfaces/networ-00021	networ-00021	Microsoft.Network/networkInterfaces	rg-network-hub	22222222-2222-2222-2222-222222222222	eastus	-	Basic	-	environment=prod;cost-center=platform
/subscriptions/33333333-3333-3333-3333-333333333333/resourceGroups/rg-sql-prod/providers/Microsoft.Network/networkInterfaces/networ-00022	networ-00022	Microsoft.Network/networkInterfaces	rg-sql-prod	33333333-3333-3333-3333-333333333333	eastus2	-	Basic	-	environment=test;cost-center=
/subscriptions/22222222-2222-2222-2222-222222222222/resourceGroups/rg-network-hub/providers/Microsoft.ContainerService/managedClusters/manage-00023	manage-00023	Microsoft.ContainerService/managedClusters	rg-network-hub	22222222-2222-2222-2222-222222222222	uksouth	Standard_D8s_v5	Standard	-	environment=test;cost-center=
/subscriptions/44444444-4444-4444-4444-444444444444/resourceGroups/rg-data-eus2/providers/Microsoft.ContainerService/managedClusters/manage-00024	manage-00024	Microsoft.ContainerService/managedClusters	rg-data-eus2	44444444-4444-4444-4444-444444444444	westeurope	Standard_D4s_v5	Standard	-	environment=prod;cost-center=data
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-platform-weu/providers/Microsoft.ContainerService/managedClusters/manage-00025	manage-00025	Microsoft.ContainerService/managedClusters	rg-platform-weu	11111111-1111-1111-1111-111111111111	northeurope	Standard_D4s_v5	Standard	-	environment=test;cost-center=
/subscriptions/44444444-4444-4444-4444-444444444444/resourceGroups/rg-sql-prod/providers/Microsoft.Network/publicIPAddresses/public-00026	public-00026	Microsoft.Network/publicIPAddresses	rg-sql-prod	44444444-4444-4444-4444-444444444444	uksouth	Basic	Basic	-	environment=stage;cost-center=data
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-aks-prod/providers/Microsoft.ContainerService/managedClusters/manage-00027	manage-00027	Microsoft.ContainerService/managedClusters	rg-aks-prod	11111111-1111-1111-1111-111111111111	eastus2	Standard_D4s_v5	Standard	-	environment=test;cost-center=data
/subscriptions/44444444-4444-4444-4444-444444444444/resourceGroups/rg-platform-weu/providers/Microsoft.ContainerService/managedClusters/manage-00028	manage-00028	Microsoft.ContainerService/managedClusters	rg-platform-weu	44444444-4444-4444-4444-444444444444	uksouth	Standard_D8s_v5	Standard	-	environment=dev;cost-center=eng
/subscriptions/22222222-2222-2222-2222-222222222222/resourceGroups/rg-ml-train/providers/Microsoft.ContainerService/managedClusters/manage-00029	manage-00029	Microsoft.ContainerService/managedClusters	rg-ml-train	22222222-2222-2222-2222-222222222222	swedencentral	Standard_D8s_v5	Standard	-	environment=test;cost-center=eng
/subscriptions/33333333-3333-3333-3333-333333333333/resourceGroups/rg-mgmt/providers/Microsoft.Compute/disks/disks-00030	disks-00030	Microsoft.Compute/disks	rg-mgmt	33333333-3333-3333-3333-333333333333	swedencentral	P20	Basic	-	environment=prod;cost-center=data
/subscriptions/22222222-2222-2222-2222-222222222222/resourceGroups/rg-data-eus2/providers/Microsoft.Storage/storageAccounts/storag-00031	storag-00031	Microsoft.Storage/storageAccounts	rg-data-eus2	22222222-2222-2222-2222-222222222222	uksouth	Standard_LRS	Standard	-	environment=dev;cost-center=data
/subscriptions/44444444-4444-4444-4444-444444444444/resourceGroups/rg-aks-prod/providers/Microsoft.Compute/virtualMachines/virtua-00032	virtua-00032	Microsoft.Compute/virtualMachines	rg-aks-prod	44444444-4444-4444-4444-444444444444	eastus	Standard_D4s_v5	Standard	deallocated	environment=stage;cost-center=platform
/subscriptions/22222222-2222-2222-2222-222222222222/resourceGroups/rg-ml-train/providers/Microsoft.Network/publicIPAddresses/public-00033	public-00033	Microsoft.Network/publicIPAddresses	rg-ml-train	22222222-2222-2222-2222-222222222222	eastus	Basic	Basic	-	environment=stage;cost-center=eng
/subscriptions/33333333-3333-3333-3333-333333333333/resourceGroups/rg-aks-prod/providers/Microsoft.Compute/disks/disks-00034	disks-00034	Microsoft.Compute/disks	rg-aks-prod	33333333-3333-3333-3333-333333333333	uksouth	P20	Basic	-	environment=;cost-center=eng
/subscriptions/22222222-2222-2222-2222-222222222222/resourceGroups/rg-mgmt/providers/Microsoft.Web/sites/sites-00035	sites-00035	Microsoft.Web/sites	rg-mgmt	22222222-2222-2222-2222-222222222222	northeurope	P1v3	Basic	-	environment=prod;cost-center=eng
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-network-hub/providers/Microsoft.ContainerService/managedClusters/manage-00036	manage-00036	Microsoft.ContainerService/managedClusters	rg-network-hub	11111111-1111-1111-1111-111111111111	northeurope	Standard_D4s_v5	Standard	-	environment=dev;cost-center=
/subscriptions/22222222-2222-2222-2222-222222222222/resourceGroups/rg-network-hub/providers/Microsoft.Network/networkInterfaces/networ-00037	networ-00037	Microsoft.Network/networkInterfaces	rg-network-hub	22222222-2222-2222-2222-222222222222	swedencentral	-	Basic	-	environment=test;cost-center=platform
/subscriptions/44444444-4444-4444-4444-444444444444/resourceGroups/rg-network-hub/providers/Microsoft.Compute/disks/disks-00038	disks-00038	Microsoft.Compute/disks	rg-network-hub	44444444-4444-4444-4444-444444444444	westeurope	P20	Basic	-	environment=;cost-center=ml
/subscriptions/33333333-3333-3333-3333-333333333333/resourceGroups/rg-mgmt/providers/Microsoft.Storage/storageAccounts/storag-00039	storag-00039	Microsoft.Storage/storageAccounts	rg-mgmt	33333333-3333-3333-3333-333333333333	uksouth	Premium_LRS	Basic	-	environment=;cost-center=
/subscriptions/33333333-3333-3333-3333-333333333333/resourceGroups/rg-sql-prod/providers/Microsoft.Web/sites/sites-00040	sites-00040	Microsoft.Web/sites	rg-sql-prod	33333333-3333-3333-3333-333333333333	uksouth	P1v3	Basic	-	environment=stage;cost-center=platform
/subscriptions/22222222-2222-2222-2222-222222222222/resourceGroups/rg-network-hub/providers/Microsoft.ContainerService/managedClusters/manage-00041	manage-00041	Microsoft.ContainerService/managedClusters	rg-network-hub	22222222-2222-2222-2222-222222222222	swedencentral	Standard_D4s_v5	Standard	-	environment=prod;cost-center=data
/subscriptions/44444444-4444-4444-4444-444444444444/resourceGroups/rg-aks-prod/providers/Microsoft.Compute/disks/disks-00042	disks-00042	Microsoft.Compute/disks	rg-aks-prod	44444444-4444-4444-4444-444444444444	eastus	P30	Basic	-	environment=;cost-center=
/subscriptions/22222222-2222-2222-2222-222222222222/resourceGroups/rg-network-hub/providers/Microsoft.Compute/virtualMachines/virtua-00043	virtua-00043	Microsoft.Compute/virtualMachines	rg-network-hub	22222222-2222-2222-2222-222222222222	northeurope	Standard_D4s_v5	Standard	deallocated	environment=dev;cost-center=ml
/subscriptions/22222222-2222-2222-2222-222222222222/resourceGroups/rg-network-hub/providers/Microsoft.Network/publicIPAddresses/public-00044	public-00044	Microsoft.Network/publicIPAddresses	rg-network-hub	22222222-2222-2222-2222-222222222222	northeurope	Standard	Standard	-	environment=;cost-center=eng
/subscriptions/44444444-4444-4444-4444-444444444444/resourceGroups/rg-platform-weu/providers/Microsoft.Compute/virtualMachines/virtua-00045	virtua-00045	Microsoft.Compute/virtualMachines	rg-platform-weu	44444444-4444-4444-4444-444444444444	westeurope	Standard_E8s_v5	Standard	running	environment=prod;cost-center=data
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-sql-prod/providers/Microsoft.Network/networkInterfaces/networ-00046	networ-00046	Microsoft.Network/networkInterfaces	rg-sql-prod	11111111-1111-1111-1111-111111111111	eastus2	-	Basic	-	environment=dev;cost-center=ml
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-data-eus2/providers/Microsoft.Web/sites/sites-00047	sites-00047	Microsoft.Web/sites	rg-data-eus2	11111111-1111-1111-1111-111111111111	northeurope	P1v3	Basic	-	environment=;cost-center=
/subscriptions/33333333-3333-3333-3333-333333333333/resourceGroups/rg-sql-prod/providers/Microsoft.Compute/virtualMachines/virtua-00048	virtua-00048	Microsoft.Compute/virtualMachines	rg-sql-prod	33333333-3333-3333-3333-333333333333	northeurope	Standard_B2s	Standard	running	environment=dev;cost-center=
/subscriptions/33333333-3333-3333-3333-333333333333/resourceGroups/rg-data-eus2/providers/Microsoft.Storage/storageAccounts/storag-00049	storag-00049	Microsoft.Storage/storageAccounts	rg-data-eus2	33333333-3333-3333-3333-333333333333	eastus	Standard_ZRS	Standard	-	environment=stage;cost-center=eng
/subscriptions/33333333-3333-3333-3333-333333333333/resourceGroups/rg-data-eus2/providers/Microsoft.Storage/storageAccounts/storag-00050	storag-00050	Microsoft.Storage/storageAccounts	rg-data-eus2	33333333-3333-3333-3333-333333333333	swedencentral	Standard_LRS	Standard	-	environment=dev;cost-center=data
/subscriptions/33333333-3333-3333-3333-333333333333/resourceGroups/rg-sql-prod/providers/Microsoft.Web/sites/sites-00051	sites-00051	Microsoft.Web/sites	rg-sql-prod	33333333-3333-3333-3333-333333333333	eastus2	P1v3	Basic	-	environment=stage;cost-center=
/subscriptions/44444444-4444-4444-4444-444444444444/resourceGroups/rg-ml-train/providers/Microsoft.Compute/virtualMachines/virtua-00052	virtua-00052	Microsoft.Compute/virtualMachines	rg-ml-train	44444444-4444-4444-4444-444444444444	swedencentral	Standard_E8s_v5	Standard	deallocated	environment=test;cost-center=
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-aks-prod/providers/Microsoft.Web/sites/sites-00053	sites-00053	Microsoft.Web/sites	rg-aks-prod	11111111-1111-1111-1111-111111111111	eastus2	P1v3	Basic	-	environment=dev;cost-center=data
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-data-eus2/providers/Microsoft.Network/networkInterfaces/networ-00054	networ-00054	Microsoft.Network/networkInterfaces	rg-data-eus2	11111111-1111-1111-1111-111111111111	northeurope	-	Basic	-	environment=;cost-center=
/subscriptions/33333333-3333-3333-3333-333333333333/resourceGroups/rg-network-hub/providers/Microsoft.Storage/storageAccounts/storag-00055	storag-00055	Microsoft.Storage/storageAccounts	rg-network-hub	33333333-3333-3333-3333-333333333333	northeurope	Standard_ZRS	Standard	-	environment=;cost-center=ml
/subscriptions/44444444-4444-4444-4444-444444444444/resourceGroups/rg-platform-weu/providers/Microsoft.Storage/storageAccounts/storag-00056	storag-00056	Microsoft.Storage/storageAccounts	rg-platform-weu	44444444-4444-4444-4444-444444444444	westeurope	Standard_LRS	Standard	-	environment=stage;cost-center=
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-sql-prod/providers/Microsoft.Compute/virtualMachines/virtua-00057	virtua-00057	Microsoft.Compute/virtualMachines	rg-sql-prod	11111111-1111-1111-1111-111111111111	northeurope	Standard_D4s_v5	Standard	running	environment=dev;cost-center=data
/subscriptions/22222222-2222-2222-2222-222222222222/resourceGroups/rg-aks-prod/providers/Microsoft.Compute/virtualMachines/virtua-00058	virtua-00058	Microsoft.Compute/virtualMachines	rg-aks-prod	22222222-2222-2222-2222-222222222222	eastus2	Standard_FX8ms_v2	Standard	running	environment=dev;cost-center=data
/subscriptions/44444444-4444-4444-4444-444444444444/resourceGroups/rg-network-hub/providers/Microsoft.ContainerService/managedClusters/manage-00059	manage-00059	Microsoft.ContainerService/managedClusters	rg-network-hub	44444444-4444-4444-4444-444444444444	swedencentral	Standard_D8s_v5	Standard	-	environment=;cost-center=ml
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-ml-train/providers/Microsoft.Storage/storageAccounts/storag-00060	storag-00060	Microsoft.Storage/storageAccounts	rg-ml-train	11111111-1111-1111-1111-111111111111	uksouth	Standard_ZRS	Standard	-	environment=stage;cost-center=eng
/subscriptions/33333333-3333-3333-3333-333333333333/resourceGroups/rg-data-eus2/providers/Microsoft.ContainerService/managedClusters/manage-00061	manage-00061	Microsoft.ContainerService/managedClusters	rg-data-eus2	33333333-3333-3333-3333-333333333333	swedencentral	Standard_D8s_v5	Standard	-	environment=test;cost-center=
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-mgmt/providers/Microsoft.ContainerService/managedClusters/manage-00062	manage-00062	Microsoft.ContainerService/managedClusters	rg-mgmt	11111111-1111-1111-1111-111111111111	eastus2	Standard_D8s_v5	Standard	-	environment=dev;cost-center=platform
/subscriptions/33333333-3333-3333-3333-333333333333/resourceGroups/rg-platform-weu/providers/Microsoft.Web/sites/sites-00063	sites-00063	Microsoft.Web/sites	rg-platform-weu	33333333-3333-3333-3333-333333333333	northeurope	P2v3	Basic	-	environment=test;cost-center=data
/subscriptions/33333333-3333-3333-3333-333333333333/resourceGroups/rg-platform-weu/providers/Microsoft.Storage/storageAccounts/storag-00064	storag-00064	Microsoft.Storage/storageAccounts	rg-platform-weu	33333333-3333-3333-3333-333333333333	eastus	Standard_LRS	Standard	-	environment=prod;cost-center=data
/subscriptions/22222222-2222-2222-2222-222222222222/resourceGroups/rg-sql-prod/providers/Microsoft.Compute/virtualMachines/virtua-00065	virtua-00065	Microsoft.Compute/virtualMachines	rg-sql-prod	22222222-2222-2222-2222-222222222222	uksouth	Standard_FX8ms_v2	Standard	deallocated	environment=stage;cost-center=eng
/subscriptions/22222222-2222-2222-2222-222222222222/resourceGroups/rg-mgmt/providers/Microsoft.Compute/disks/disks-00066	disks-00066	Microsoft.Compute/disks	rg-mgmt	22222222-2222-2222-2222-222222222222	westeurope	P30	Basic	-	environment=dev;cost-center=data
/subscriptions/44444444-4444-4444-4444-444444444444/resourceGroups/rg-network-hub/providers/Microsoft.Storage/storageAccounts/storag-00067	storag-00067	Microsoft.Storage/storageAccounts	rg-network-hub	44444444-4444-4444-4444-444444444444	westeurope	Standard_ZRS	Standard	-	environment=;cost-center=data
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-data-eus2/providers/Microsoft.Storage/storageAccounts/storag-00068	storag-00068	Microsoft.Storage/storageAccounts	rg-data-eus2	11111111-1111-1111-1111-111111111111	uksouth	Premium_LRS	Basic	-	environment=;cost-center=ml
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-platform-weu/providers/Microsoft.Web/sites/sites-00069	sites-00069	Microsoft.Web/sites	rg-platform-weu	11111111-1111-1111-1111-111111111111	eastus2	P0v3	Basic	-	environment=dev;cost-center=platform
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-ml-train/providers/Microsoft.Network/networkInterfaces/networ-00070	networ-00070	Microsoft.Network/networkInterfaces	rg-ml-train	11111111-1111-1111-1111-111111111111	eastus2	-	Basic	-	environment=test;cost-center=eng
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-ml-train/providers/Microsoft.Web/sites/sites-00071	sites-00071	Microsoft.Web/sites	rg-ml-train	11111111-1111-1111-1111-111111111111	uksouth	P1v3	Basic	-	environment=dev;cost-center=eng
/subscriptions/22222222-2222-2222-2222-222222222222/resourceGroups/rg-sql-prod/providers/Microsoft.Compute/virtualMachines/virtua-00072	virtua-00072	Microsoft.Compute/virtualMachines	rg-sql-prod	22222222-2222-2222-2222-222222222222	westeurope	Standard_D4s_v5	Standard	stopped	environment=prod;cost-center=ml
/subscriptions/44444444-4444-4444-4444-444444444444/resourceGroups/rg-network-hub/providers/Microsoft.Sql/servers/databases/databa-00073	databa-00073	Microsoft.Sql/servers/databases	rg-network-hub	44444444-4444-4444-4444-444444444444	westeurope	GP_Gen5_4	Basic	-	environment=;cost-center=ml
/subscriptions/22222222-2222-2222-2222-222222222222/resourceGroups/rg-mgmt/providers/Microsoft.ContainerService/managedClusters/manage-00074	manage-00074	Microsoft.ContainerService/managedClusters	rg-mgmt	22222222-2222-2222-2222-222222222222	eastus2	Standard_D4s_v5	Standard	-	environment=stage;cost-center=eng
/subscriptions/33333333-3333-3333-3333-333333333333/resourceGroups/rg-ml-train/providers/Microsoft.Network/publicIPAddresses/public-00075	public-00075	Microsoft.Network/publicIPAddresses	rg-ml-train	33333333-3333-3333-3333-333333333333	eastus2	Standard	Standard	-	environment=stage;cost-center=data
/subscriptions/22222222-2222-2222-2222-222222222222/resourceGroups/rg-aks-prod/providers/Microsoft.Storage/storageAccounts/storag-00076	storag-00076	Microsoft.Storage/storageAccounts	rg-aks-prod	22222222-2222-2222-2222-222222222222	westeurope	Premium_LRS	Basic	-	environment=dev;cost-center=ml
/subscriptions/44444444-4444-4444-4444-444444444444/resourceGroups/rg-sql-prod/providers/Microsoft.Web/sites/sites-00077	sites-00077	Microsoft.Web/sites	rg-sql-prod	44444444-4444-4444-4444-444444444444	eastus	P0v3	Basic	-	environment=stage;cost-center=eng
/subscriptions/22222222-2222-2222-2222-222222222222/resourceGroups/rg-network-hub/providers/Microsoft.Web/sites/sites-00078	sites-00078	Microsoft.Web/sites	rg-network-hub	22222222-2222-2222-2222-222222222222	swedencentral	P2v3	Basic	-	environment=prod;cost-center=
/subscriptions/33333333-3333-3333-3333-333333333333/resourceGroups/rg-mgmt/providers/Microsoft.Web/sites/sites-00079	sites-00079	Microsoft.Web/sites	rg-mgmt	33333333-3333-3333-3333-333333333333	eastus	P0v3	Basic	-	environment=prod;cost-center=platform
/subscriptions/44444444-4444-4444-4444-444444444444/resourceGroups/rg-network-hub/providers/Microsoft.ContainerService/managedClusters/manage-00080	manage-00080	Microsoft.ContainerService/managedClusters	rg-network-hub	44444444-4444-4444-4444-444444444444	swedencentral	Standard_D8s_v5	Standard	-	environment=prod;cost-center=platform
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-mgmt/providers/Microsoft.Compute/disks/disks-00081	disks-00081	Microsoft.Compute/disks	rg-mgmt	11111111-1111-1111-1111-111111111111	westeurope	P10	Basic	-	environment=stage;cost-center=platform
/subscriptions/22222222-2222-2222-2222-222222222222/resourceGroups/rg-platform-weu/providers/Microsoft.Compute/virtualMachines/virtua-00082	virtua-00082	Microsoft.Compute/virtualMachines	rg-platform-weu	22222222-2222-2222-2222-222222222222	swedencentral	Standard_B2s	Standard	running	environment=dev;cost-center=data
/subscriptions/22222222-2222-2222-2222-222222222222/resourceGroups/rg-mgmt/providers/Microsoft.Compute/virtualMachines/virtua-00083	virtua-00083	Microsoft.Compute/virtualMachines	rg-mgmt	22222222-2222-2222-2222-222222222222	eastus	Standard_B2s	Standard	deallocated	environment=;cost-center=
/subscriptions/22222222-2222-2222-2222-222222222222/resourceGroups/rg-aks-prod/providers/Microsoft.Web/sites/sites-00084	sites-00084	Microsoft.Web/sites	rg-aks-prod	22222222-2222-2222-2222-222222222222	eastus	P2v3	Basic	-	environment=stage;cost-center=eng
/subscriptions/22222222-2222-2222-2222-222222222222/resourceGroups/rg-data-eus2/providers/Microsoft.Web/sites/sites-00085	sites-00085	Microsoft.Web/sites	rg-data-eus2	22222222-2222-2222-2222-222222222222	eastus2	P1v3	Basic	-	environment=prod;cost-center=eng
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-platform-weu/providers/Microsoft.Network/publicIPAddresses/public-00086	public-00086	Microsoft.Network/publicIPAddresses	rg-platform-weu	11111111-1111-1111-1111-111111111111	eastus2	Basic	Basic	-	environment=prod;cost-center=eng
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-sql-prod/providers/Microsoft.Network/networkInterfaces/networ-00087	networ-00087	Microsoft.Network/networkInterfaces	rg-sql-prod	11111111-1111-1111-1111-111111111111	uksouth	-	Basic	-	environment=;cost-center=data
/subscriptions/33333333-3333-3333-3333-333333333333/resourceGroups/rg-network-hub/providers/Microsoft.Storage/storageAccounts/storag-00088	storag-00088	Microsoft.Storage/storageAccounts	rg-network-hub	33333333-3333-3333-3333-333333333333	eastus2	Standard_LRS	Standard	-	environment=prod;cost-center=data
/subscriptions/33333333-3333-3333-3333-333333333333/resourceGroups/rg-sql-prod/providers/Microsoft.Compute/virtualMachines/virtua-00089	virtua-00089	Microsoft.Compute/virtualMachines	rg-sql-prod	33333333-3333-3333-3333-333333333333	eastus2	Standard_B2s	Standard	running	environment=test;cost-center=platform
/subscriptions/22222222-2222-2222-2222-222222222222/resourceGroups/rg-platform-weu/providers/Microsoft.Compute/disks/disks-00090	disks-00090	Microsoft.Compute/disks	rg-platform-weu	22222222-2222-2222-2222-222222222222	uksouth	P20	Basic	-	environment=prod;cost-center=ml
/subscriptions/22222222-2222-2222-2222-222222222222/resourceGroups/rg-data-eus2/providers/Microsoft.Network/networkInterfaces/networ-00091	networ-00091	Microsoft.Network/networkInterfaces	rg-data-eus2	22222222-2222-2222-2222-222222222222	swedencentral	-	Basic	-	environment=test;cost-center=data
/subscriptions/22222222-2222-2222-2222-222222222222/resourceGroups/rg-network-hub/providers/Microsoft.Sql/servers/databases/databa-00092	databa-00092	Microsoft.Sql/servers/databases	rg-network-hub	22222222-2222-2222-2222-222222222222	swedencentral	BC_Gen5_8	Basic	-	environment=dev;cost-center=ml
/subscriptions/22222222-2222-2222-2222-222222222222/resourceGroups/rg-platform-weu/providers/Microsoft.Web/sites/sites-00093	sites-00093	Microsoft.Web/sites	rg-platform-weu	22222222-2222-2222-2222-222222222222	westeurope	P2v3	Basic	-	environment=;cost-center=
/subscriptions/44444444-4444-4444-4444-444444444444/resourceGroups/rg-ml-train/providers/Microsoft.Network/networkInterfaces/networ-00094	networ-00094	Microsoft.Network/networkInterfaces	rg-ml-train	44444444-4444-4444-4444-444444444444	westeurope	-	Basic	-	environment=dev;cost-center=eng
